question_id,question_number,retrieval_mode,variant_index,variant_role,target_lane,query,reason,hit_count,top_unit_ids,expected_target_hit,expected_target_rank
q22_if_the_party_defeats_the_tree__what_rema,22,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,"If the party defeats the tree, what remains? What can be looted, studied, harvested, or misunderstood?",original planner question,50,corpus:npc:bubbles_the_float_goat:bubbles-at-the-table|corpus:npc:bubbles_the_float_goat:statblock-generator-context|corpus:location:hempholm:authority-stance|corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:open-canon-questions,,
q23_how_would_local_craftspeople__farmers__c,23,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,"How would local craftspeople, farmers, children, and opportunists react to the fallen tree?",original planner question,50,u-L0034-01|u-L0034-02|u-L0034-04|u-L0034-05|u-L0040-08,,
q24_what_questions_should_the_weird_remains,24,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,What questions should the weird remains raise so the players do not assume the problem is fully solved?,original planner question,50,corpus:npc:bubbles_the_float_goat:statblock-generator-context|u-L0034-03|u-L0034-04|corpus:npc:bubbles_the_float_goat:bubbles-at-the-table|corpus:npc:bubbles_the_float_goat:suggested-reads-in-order,,
q25_how_does_hempholm_celebrate_if_the_visib,25,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,"How does Hempholm celebrate if the visible threat is destroyed? Give me food, drink, music, mood, and NPC behavior.",original planner question,50,corpus:npc:bubbles_the_float_goat:statblock-generator-context|corpus:location:hempholm:open-canon-questions|corpus:npc:bubbles_the_float_goat:bubbles-at-the-table|corpus:npc:bubbles_the_float_goat:package-notes|corpus:npc:bubbles_the_float_goat:suggested-reads-in-order,,
q25_how_does_hempholm_celebrate_if_the_visib,25,prior_plus_support_content_plus_lexical_hints,1,npc_target_alias,character_party_behavior,Pippa Bubbles Grishna Stone Bridge River's Edge Pub NPCs,PR58 C1S4 target NPC and location family for broad encounter recall,20,u-L0034-02|u-L0036-01|u-L0034-03|u-L0005-02|u-L0011-02,,
q25_how_does_hempholm_celebrate_if_the_visib,25,prior_plus_support_content_plus_lexical_hints,2,npc_target_alias,character_party_behavior,encountered NPCs Pippa Bubbles Grishna,PR58 target NPC continuity aliases for broad NPC question,20,u-L0034-02|u-L0034-03|u-L0034-04|u-L0034-05|u-L0036-01,,
q25_how_does_hempholm_celebrate_if_the_visib,25,prior_plus_support_content_plus_lexical_hints,3,npc_target_alias,character_party_behavior,Grishna River's Edge Pub,Grishna pub anchor for thin hub recall,20,u-L0005-02|u-L0011-02|u-L0007-01|corpus:location:rivers_edge_pub:canon-summary|corpus:location:rivers_edge_pub:retrieval-keywords,,
q25_how_does_hempholm_celebrate_if_the_visib,25,prior_plus_support_content_plus_lexical_hints,4,support_alias,support_knowledge,Hempholm visible threat giant tree,Hempholm tree support-description signals detected,20,corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture|corpus:location:hempholm:canon-summary|corpus:location:hempholm:cross-references|corpus:location:hempholm:open-canon-questions,,
q25_how_does_hempholm_celebrate_if_the_visib,25,prior_plus_support_content_plus_lexical_hints,5,support_alias,support_knowledge,Hempholm magical metallic tree precious metal,Hempholm metallic tree support card retrieval terms,20,corpus:location:hempholm:retrieval-keywords|corpus:location:hempholm:canon-summary|corpus:location:hempholm:sub-locations-and-scene-anchors|corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture,,
q25_how_does_hempholm_celebrate_if_the_visib,25,prior_plus_support_content_plus_lexical_hints,6,support_alias,support_knowledge,support Hempholm tree visible threat,Support-card scoped Hempholm tree alias,20,corpus:location:hempholm:cross-references|corpus:location:hempholm:suggested-reads-in-order|corpus:location:hempholm:authority-stance|corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture,,
q25_how_does_hempholm_celebrate_if_the_visib,25,prior_plus_support_content_plus_lexical_hints,7,support_alias,support_knowledge,Hempholm grotesque tree metallic precious metal,Hempholm tree merchant-description support alias,20,corpus:location:hempholm:canon-summary|corpus:location:hempholm:retrieval-keywords|corpus:location:hempholm:sub-locations-and-scene-anchors|corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture,,
q26_what_social_friction_should_exist_during,26,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,What social friction should exist during the celebration so the town feels real and imperfect?,original planner question,50,corpus:npc:bubbles_the_float_goat:statblock-generator-context|corpus:location:rivers_edge_pub:npc-and-social-anchors|corpus:npc:bubbles_the_float_goat:float-goat-species-context|corpus:npc:bubbles_the_float_goat:source-pointers|corpus:npc:bubbles_the_float_goat:suggested-reads-in-order,,
q27_which_pcs_are_likely_to_participate_in_c,27,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,"Which PCs are likely to participate in celebration, abstain, investigate, or exploit the aftermath based on prior behavior?",original planner question,50,u-L0041-04|u-L0034-01|u-L0041-05|u-L0041-06|u-L0043-01,,
q28_what_is_the_deeper_problem_beneath_the_v,28,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,"What is the deeper problem beneath the visible tree threat? Give me three possible explanations, each with different implications for next session.",original planner question,50,corpus:session_recap:session-3:observed-play-prose|u-L0034-04|corpus:location:hempholm:sub-locations-and-scene-anchors|corpus:npc:bubbles_the_float_goat:bubbles-at-the-table|corpus:npc:bubbles_the_float_goat:session-recaps-no-pinned-default,,
q29_how_do_i_foreshadow_the_deeper_threat_be,29,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,"How do I foreshadow the deeper threat before it erupts, without giving it away?",original planner question,50,corpus:npc:bubbles_the_float_goat:bubbles-at-the-table|corpus:npc:bubbles_the_float_goat:statblock-generator-context|u-L0034-04|corpus:npc:bubbles_the_float_goat:mechanical-sheets-priority-highest-first|corpus:npc:bubbles_the_float_goat:suggested-reads-in-order,,
q30_what_should_the_cliffhanger_look_like_if,30,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,What should the cliffhanger look like if the session ends as the deeper threat erupts?,original planner question,50,corpus:npc:bubbles_the_float_goat:statblock-generator-context|corpus:session_recap:session-3:observed-play-prose|corpus:npc:bubbles_the_float_goat:bubbles-at-the-table|corpus:npc:bubbles_the_float_goat:suggested-reads-in-order|corpus:npc:bubbles_the_float_goat:float-goat-species-context,,
q31_if_the_session_ends_on_the_deeper_threat,31,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,"If the session ends on the deeper threat erupting, what are the first three decisions the players should face next session?",original planner question,50,corpus:session_recap:session-3:observed-play-prose|corpus:npc:bubbles_the_float_goat:statblock-generator-context|corpus:npc:bubbles_the_float_goat:bubbles-at-the-table|corpus:npc:bubbles_the_float_goat:mechanical-sheets-priority-highest-first|corpus:npc:bubbles_the_float_goat:session-recaps-no-pinned-default,,
q32_what_resources_are_likely_depleted_or_co,32,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,What resources are likely depleted or compromised by this point?,original planner question,50,corpus:location:stone_bridge:campaign-canon-npcs-anchored-here|corpus:location:hempholm:authority-stance|corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:suggested-reads-in-order|corpus:location:rivers_edge_pub:npc-and-social-anchors,,
q33_what_unanswered_questions_should_the_pla,33,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,What unanswered questions should the players carry out of this session?,original planner question,50,corpus:session_recap:session-3:observed-play-prose|corpus:npc:bubbles_the_float_goat:suggested-reads-in-order|corpus:location:rivers_edge_pub:npc-and-social-anchors|corpus:npc:bubbles_the_float_goat:bubbles-at-the-table|corpus:npc:bubbles_the_float_goat:source-pointers,,
q34_which_facts_are_retrieved_from_prior_can,34,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,"Which facts are retrieved from prior canon, which are generated extrapolations, and which require external worldbuilding notes?",original planner question,50,corpus:location:hempholm:canon-summary|corpus:session_recap:session-3:observed-play-prose|support:campaign2_mireward_tracker_do_not_backport|corpus:location:hempholm:authority-stance|corpus:location:hempholm:campaign-canon-npcs-anchored-here,,
q36_what_information_is_missing_from_the_cur,36,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,What information is missing from the current KB that would improve this beat?,original planner question,50,u-L0034-04|corpus:npc:bubbles_the_float_goat:mechanical-sheets-priority-highest-first|u-L0034-03|corpus:npc:bubbles_the_float_goat:suggested-reads-in-order|corpus:session_recap:session-3:observed-play-prose,,
q37_what_prep_can_be_safely_generated_anyway,37,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,What prep can be safely generated anyway?,original planner question,50,corpus:location:hempholm:authority-stance|corpus:session_recap:session-3:observed-play-prose|corpus:location:hempholm:open-canon-questions|corpus:location:hempholm:suggested-reads-in-order|corpus:location:hempholm:support-adaptation-npcs-not-automatically-canon,,
q38_what_should_the_gm_decide_manually,38,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,What should the GM decide manually?,original planner question,50,corpus:npc:bubbles_the_float_goat:package-notes|corpus:npc:bubbles_the_float_goat:session-recaps-no-pinned-default|corpus:npc:bubbles_the_float_goat:source-pointers|corpus:npc:bubbles_the_float_goat:statblock-generator-context|corpus:npc:bubbles_the_float_goat:suggested-reads-in-order,,
